Country or Territory;Station Name;WMO Station Number;Period;Statistic Description;Unit;Jan;Feb;Mar;Apr;May;Jun;Jul;Aug;Sep;Oct;Nov;Dec;Annual 
RUSSIAN FEDERATION (EUROPE);KEM (PORT);22522;1961-1990;Mean Monthly Value;mm;22.1;16.5;18.9;26.8;30.8;45.4;49.7;62.4;48.8;44.3;38.3;30.7;434.7
RUSSIAN FEDERATION (EUROPE);ARHANGELSK;22550;1961-1990;Mean Monthly Value;mm;34.3;27.7;27.0;31.5;40.7;54.5;61.9;64.5;61.4;59.4;54.3;43.0;560.2
RUSSIAN FEDERATION (EUROPE);REBOLY;22602;1961-1990;Mean Monthly Value;mm;35.5;28.7;33.5;37.3;44.5;59.3;63.7;83.5;69.7;56.6;51.5;41.8;605.6
RUSSIAN FEDERATION (EUROPE);ONEGA;22641;1961-1990;Mean Monthly Value;mm;35.1;28.7;29.4;32.5;37.6;54.5;63.5;76.0;71.0;68.5;58.9;44.2;599.9
RUSSIAN FEDERATION (EUROPE);SORTOVALA;22802;1961-1990;Mean Monthly Value;mm;39.6;30.7;33.0;31.9;33.4;49.0;56.6;79.6;73.7;63.3;63.0;54.5;608.3
RUSSIAN FEDERATION (EUROPE);PETROZAVODSK;22820;1961-1990;Mean Monthly Value;mm;30.4;23.2;32.0;35.3;40.5;59.9;70.5;83.3;70.3;54.0;44.6;41.2;585.2
RUSSIAN FEDERATION (EUROPE);VYTEGRA;22837;1961-1990;Mean Monthly Value;mm;40.3;30.9;32.6;41.1;47.4;62.4;68.6;89.3;77.0;80.2;59.2;54.0;683.0
RUSSIAN FEDERATION (EUROPE);KOTLAS;22887;1961-1990;Mean Monthly Value;mm;32.4;22.6;23.2;33.4;46.1;56.2;71.3;65.2;53.8;52.2;42.0;38.1;536.5
RUSSIAN FEDERATION (EUROPE);LENINGRAD/PULKOVO &;26063;1961-1990;Mean Monthly Value;mm;37.9;30.4;34.9;33.1;37.5;57.6;77.8;80.7;69.7;67.0;55.6;50.5;632.7
RUSSIAN FEDERATION (EUROPE);NOVGOROD;26179;1961-1990;Mean Monthly Value;mm;28.9;22.6;29.5;33.5;37.8;63.1;72.0;72.0;60.6;51.6;49.8;36.6;558.0
RUSSIAN FEDERATION (EUROPE);PSKOV;26258;1961-1990;Mean Monthly Value;mm;35.5;29.1;31.5;37.1;45.4;67.8;77.8;77.9;66.8;52.1;54.6;46.8;622.4
RUSSIAN FEDERATION (EUROPE);VELIKIE LUKI;26477;1961-1990;Mean Monthly Value;mm;34.5;25.7;32.6;35.2;57.5;73.8;87.0;74.3;60.9;46.6;45.6;44.6;618.3
RUSSIAN FEDERATION (EUROPE);KALININGRAD;26702;1961-1990;Mean Monthly Value;mm;56.7;40.2;42.6;37.1;53.0;71.0;79.9;90.1;89.2;79.0;90.8;72.5;802.1
RUSSIAN FEDERATION (EUROPE);SMOLENSK;26781;1961-1990;Mean Monthly Value;mm;43.4;34.7;44.3;43.5;49.2;81.8;95.7;73.1;67.1;52.7;59.0;56.6;701.1
RUSSIAN FEDERATION (EUROPE);VOLOGDA;27037;1961-1990;Mean Monthly Value;mm;33.8;25.4;26.8;35.5;45.2;66.0;77.3;71.8;55.5;50.8;43.5;42.1;573.7
RUSSIAN FEDERATION (EUROPE);TOT'MA;27051;1961-1990;Mean Monthly Value;mm;40.3;27.9;32.1;39.6;47.1;73.5;80.1;65.6;60.1;60.6;47.4;49.0;623.3
RUSSIAN FEDERATION (EUROPE);KIROV;27196;1961-1990;Mean Monthly Value;mm;37.6;26.9;29.5;36.2;48.2;64.6;87.3;63.9;72.3;63.0;52.5;48.0;630.0
RUSSIAN FEDERATION (EUROPE);KOSTROMA;27333;1961-1990;Mean Monthly Value;mm;37.8;29.8;28.0;36.0;43.2;64.2;82.3;71.9;62.1;59.4;52.5;50.5;617.7
RUSSIAN FEDERATION (EUROPE);GOR'KIJ;27553;1961-1990;Mean Monthly Value;mm;39.6;33.1;27.5;36.4;51.8;64.3;76.3;66.7;57.1;59.1;56.4;50.2;618.5
RUSSIAN FEDERATION (EUROPE);KAZAN';27595;1961-1990;Mean Monthly Value;mm;33.1;27.4;26.5;36.5;36.9;70.1;68.4;68.1;51.6;48.3;44.3;37.2;548.4
RUSSIAN FEDERATION (EUROPE);MOSCOW;27612;1961-1990;Mean Monthly Value;mm;42.0;36.4;34.0;43.8;50.8;75.0;93.6;76.8;64.7;59.0;57.6;55.5;689.2
RUSSIAN FEDERATION (EUROPE);ELAT'MA;27648;1961-1990;Mean Monthly Value;mm;44.6;37.0;30.3;35.5;44.5;57.4;85.9;62.1;57.0;52.0;56.9;54.1;617.3
RUSSIAN FEDERATION (EUROPE);PAVELEC;27823;1961-1990;Mean Monthly Value;mm;33.5;25.7;27.5;39.1;44.6;64.4;75.6;57.9;52.2;42.5;45.6;41.5;550.1
RUSSIAN FEDERATION (EUROPE);TAMBOV;27947;1961-1990;Mean Monthly Value;mm;35.9;30.5;30.9;31.5;47.3;53.3;79.5;42.0;51.4;43.3;53.6;51.0;550.2
RUSSIAN FEDERATION (EUROPE);VASILEVICI;33038;1961-1990;Mean Monthly Value;mm;38.6;32.0;33.6;45.1;52.9;79.5;88.6;71.6;49.6;40.4;48.5;46.3;626.7
RUSSIAN FEDERATION (EUROPE);NIKOLAEV;33846;1961-1990;Mean Monthly Value;mm;35.7;35.4;29.0;32.3;43.5;54.2;56.2;41.0;39.5;21.5;36.4;42.6;467.3
RUSSIAN FEDERATION (EUROPE);KERC';33983;1961-1990;Mean Monthly Value;mm;33.9;30.5;27.4;29.5;35.7;48.3;34.6;43.8;35.0;27.5;36.8;51.1;434.1
RUSSIAN FEDERATION (EUROPE);KURSK;34009;1961-1990;Mean Monthly Value;mm;42.1;33.2;37.4;42.1;51.7;71.7;77.9;55.3;51.3;42.7;52.3;51.8;609.5
RUSSIAN FEDERATION (EUROPE);VORONEZ;34122;1961-1990;Mean Monthly Value;mm;40.5;32.2;31.2;40.3;46.1;65.5;72.8;56.5;54.3;39.1;50.4;50.4;579.3
RUSSIAN FEDERATION (EUROPE);SARATOV;34172;1961-1990;Mean Monthly Value;mm;40.7;28.4;28.2;24.2;42.0;43.0;47.5;46.1;38.8;34.1;57.8;39.8;470.6
RUSSIAN FEDERATION (EUROPE);ALEKSANDROV-GAJ;34391;1961-1990;Mean Monthly Value;mm;32.6;24.0;20.4;22.0;24.8;34.2;29.7;29.0;25.6;25.0;37.6;31.6;336.5
RUSSIAN FEDERATION (EUROPE);ROSTOV-NA-DONU;34731;1961-1990;Mean Monthly Value;mm;55.6;43.9;38.0;46.8;54.7;59.4;56.4;37.6;38.2;33.1;54.9;76.5;595.1
RUSSIAN FEDERATION (EUROPE);PRIMORSKO-AHTARSK;34824;1961-1990;Mean Monthly Value;mm;51.1;40.0;34.1;39.1;47.7;56.1;65.8;50.4;50.0;36.6;51.7;67.6;590.2
RUSSIAN FEDERATION (EUROPE);ELISTA;34861;1961-1990;Mean Monthly Value;mm;25.3;18.5;17.4;22.0;37.4;50.4;39.9;30.9;29.6;23.5;29.0;30.0;353.9
RUSSIAN FEDERATION (EUROPE);JASKUL';34866;1961-1990;Mean Monthly Value;mm;13.5;13.4;12.1;15.1;29.1;31.2;30.3;20.4;24.2;15.2;23.5;18.3;246.3
RUSSIAN FEDERATION (EUROPE);ASTRAHAN';34880;1961-1990;Mean Monthly Value;mm;15.1;10.4;16.1;25.3;22.1;20.6;14.6;17.7;23.6;17.2;17.3;15.5;215.5
RUSSIAN FEDERATION (EUROPE);KRASNODAR;34929;1961-1990;Mean Monthly Value;mm;61.3;41.6;45.6;60.3;64.3;78.0;52.9;53.2;41.1;47.0;68.1;81.7;695.1
RUSSIAN FEDERATION (EUROPE);TUAPSE (STREAM);37018;1961-1990;Mean Monthly Value;mm;159.3;117.2;98.5;93.2;72.6;92.5;79.3;102.9;132.5;97.9;154.0;194.0;1393.9
RUSSIAN FEDERATION (EUROPE);ARMAVIR;37031;1961-1990;Mean Monthly Value;mm;36.6;27.7;36.0;51.5;68.2;77.0;64.3;54.0;42.3;43.9;50.2;43.5;595.2
RUSSIAN FEDERATION (EUROPE);PJATIGORSK;37050;1961-1990;Mean Monthly Value;mm;26.0;21.0;29.3;55.6;75.7;89.2;63.7;55.3;43.1;32.5;28.8;32.3;552.5
RUSSIAN FEDERATION (EUROPE);SOCI;37099;1961-1990;Mean Monthly Value;mm;184.5;117.2;116.0;112.8;89.6;99.7;93.3;111.7;134.0;132.7;177.0;203.2;1571.7
RUSSIAN FEDERATION (EUROPE);GORZNYJ;37235;1961-1990;Mean Monthly Value;mm;19.3;21.5;24.3;33.5;57.8;73.1;58.0;44.4;33.7;30.8;27.0;25.2;448.6
RUSSIAN FEDERATION (EUROPE);MAHACKALA;37472;1961-1990;Mean Monthly Value;mm;23.5;29.6;23.0;18.9;24.7;25.5;26.3;24.2;38.9;43.7;29.5;29.5;337.3
